,0
1998-01-21,9148.0
1998-01-28,6976.0
1998-02-04,5696.0
1998-02-11,5062.0
1998-02-18,4969.0
1998-02-25,4400.0
1998-03-04,5447.0
1998-03-11,4867.0
1998-03-18,6294.0
1998-03-25,5181.0
1998-04-01,5033.0
1998-04-08,5044.0
1998-04-15,6218.0
1998-04-22,7894.0
1998-04-29,17944.0
1998-05-06,8442.0
1998-05-13,6055.0
1998-05-20,5428.0
1998-05-27,5179.0
1998-06-03,5341.0
1998-06-10,5031.0
1998-06-17,6982.0
1998-06-24,12769.0
1998-07-01,18717.0
1998-07-08,5956.0
1998-07-15,5171.0
1998-07-22,5155.0
1998-07-29,5115.0
1998-08-05,5234.0
1998-08-12,4839.0
1998-08-19,5450.0
1998-08-26,4905.0
1998-09-02,5400.0
1998-09-09,5396.0
1998-09-16,5869.0
1998-09-23,7144.0
1998-09-30,6989.0
1998-10-07,5779.0
1998-10-14,5480.0
1998-10-21,5322.0
1998-10-28,5326.0
1998-11-04,5030.0
1998-11-11,5256.0
1998-11-18,4801.0
1998-11-25,5026.0
1998-12-02,5304.0
1998-12-09,5035.0
1998-12-16,6324.0
1998-12-23,5434.0
1998-12-30,7195.0
1999-01-06,5992.0
1999-01-13,5423.0
1999-01-20,7296.0
1999-01-27,6963.0
1999-02-03,6876.0
1999-02-10,4865.0
1999-02-17,4223.0
1999-02-24,4998.0
1999-03-03,4974.0
1999-03-10,5087.0
1999-03-17,6313.0
1999-03-24,5309.0
1999-03-31,5160.0
1999-04-07,5644.0
1999-04-14,4853.0
1999-04-21,6790.0
1999-04-28,7182.0
1999-05-05,7888.0
1999-05-12,5307.0
1999-05-19,5157.0
1999-05-26,4888.0
1999-06-02,4897.0
1999-06-09,4855.0
1999-06-16,5449.0
1999-06-23,7023.0
1999-06-30,6823.0
1999-07-07,5766.0
1999-07-14,5264.0
1999-07-21,5056.0
1999-07-28,4901.0
1999-08-04,5105.0
1999-08-11,5100.0
1999-08-18,5080.0
1999-08-25,4851.0
1999-09-01,5403.0
1999-09-08,5113.0
1999-09-15,5480.0
1999-09-22,7512.0
1999-09-29,7403.0
1999-10-06,5457.0
1999-10-13,5235.0
1999-10-20,5421.0
1999-10-27,5206.0
1999-11-03,4968.0
1999-11-10,4814.0
1999-11-17,4726.0
1999-11-24,5340.0
1999-12-01,5107.0
1999-12-08,4800.0
1999-12-15,5273.0
1999-12-22,6206.0
1999-12-29,12138.0
2000-01-05,20943.0
2000-01-12,5326.0
2000-01-19,5390.0
2000-01-26,7205.0
2000-02-02,6131.0
2000-02-09,5259.0
2000-02-16,5306.0
2000-02-23,5334.0
2000-03-01,5090.0
2000-03-08,5358.0
2000-03-15,5457.0
2000-03-22,5675.0
2000-03-29,5067.0
2000-04-05,5057.0
2000-04-12,5462.0
2000-04-19,6778.0
2000-04-26,12417.0
2000-05-03,14439.0
2000-05-10,9068.0
2000-05-17,5424.0
2000-05-24,5114.0
2000-05-31,4880.0
2000-06-07,4656.0
2000-06-14,5232.0
2000-06-21,7943.0
2000-06-28,6983.0
2000-07-05,6159.0
2000-07-12,4981.0
2000-07-19,5333.0
2000-07-26,4633.0
2000-08-02,5106.0
2000-08-09,4791.0
2000-08-16,5226.0
2000-08-23,4824.0
2000-08-30,5245.0
2000-09-06,5594.0
2000-09-13,4627.0
2000-09-20,8574.0
2000-09-27,7357.0
2000-10-04,6822.0
2000-10-11,5324.0
2000-10-18,5170.0
2000-10-25,5278.0
2000-11-01,5171.0
2000-11-08,5073.0
2000-11-15,5279.0
2000-11-22,5175.0
2000-11-29,4940.0
2000-12-06,5275.0
2000-12-13,5382.0
2000-12-20,8105.0
2000-12-27,4340.0
2001-01-03,5312.0
2001-01-10,4795.0
2001-01-17,6529.0
2001-01-24,7078.0
2001-01-31,8903.0
2001-02-07,4849.0
2001-02-14,5023.0
2001-02-21,4836.0
2001-02-28,4868.0
2001-03-07,4959.0
2001-03-14,4893.0
2001-03-21,6709.0
2001-03-28,4621.0
2001-04-04,5671.0
2001-04-11,5010.0
2001-04-18,5491.0
2001-04-25,6894.0
2001-05-02,6733.0
2001-05-09,5053.0
2001-05-16,5169.0
2001-05-23,4993.0
2001-05-30,5148.0
2001-06-06,4796.0
2001-06-13,4878.0
2001-06-20,5194.0
2001-06-27,6748.0
2001-07-04,6444.0
2001-07-11,4796.0
2001-07-18,4937.0
2001-07-25,4923.0
2001-08-01,5231.0
2001-08-08,4673.0
2001-08-15,5073.0
2001-08-22,5313.0
2001-08-29,5001.0
2001-09-05,5252.0
2001-09-12,5350.0
2001-09-19,6291.0
2001-09-26,8462.0
2001-10-03,7728.0
2001-10-10,5076.0
2001-10-17,4722.0
2001-10-24,5321.0
2001-10-31,5121.0
2001-11-07,4987.0
2001-11-14,4690.0
2001-11-21,5603.0
2001-11-28,5074.0
2001-12-05,5500.0
2001-12-12,5008.0
2001-12-19,5864.0
2001-12-26,4645.0
2002-01-02,5982.0
2002-01-09,5053.0
2002-01-16,5712.0
2002-01-23,7099.0
2002-01-30,9170.0
2002-02-06,6196.0
2002-02-13,4976.0
2002-02-20,4892.0
2002-02-27,4696.0
2002-03-06,5473.0
2002-03-13,4801.0
2002-03-20,6511.0
2002-03-27,5198.0
2002-04-03,5395.0
2002-04-10,5008.0
2002-04-17,5957.0
2002-04-24,6994.0
2002-05-01,6946.0
2002-05-08,5145.0
2002-05-15,5134.0
2002-05-22,4914.0
2002-05-29,5012.0
2002-06-05,5338.0
2002-06-12,5289.0
2002-06-19,5894.0
2002-06-26,6963.0
2002-07-03,6148.0
2002-07-10,4985.0
2002-07-17,5495.0
2002-07-24,5311.0
2002-07-31,5779.0
2002-08-07,5025.0
2002-08-14,4896.0
2002-08-21,4387.0
2002-08-28,6013.0
2002-09-04,4795.0
2002-09-11,5009.0
2002-09-18,5773.0
2002-09-25,6832.0
2002-10-02,6182.0
2002-10-09,5106.0
2002-10-16,4327.0
2002-10-23,5064.0
2002-10-30,4799.0
2002-11-06,5338.0
2002-11-13,5013.0
2002-11-20,4868.0
2002-11-27,5016.0
2002-12-04,4664.0
2002-12-11,4107.0
2002-12-18,5959.0
2002-12-25,4678.0
2003-01-01,5016.0
2003-01-08,4829.0
2003-01-15,5244.0
2003-01-22,6133.0
2003-01-29,7162.0
2003-02-05,5392.0
2003-02-12,4681.0
2003-02-19,5048.0
2003-02-26,5249.0
2003-03-05,4909.0
2003-03-12,5196.0
2003-03-19,4979.0
2003-03-26,5916.0
2003-04-02,5654.0
2003-04-09,6528.0
2003-04-16,6470.0
2003-04-23,8927.0
2003-04-30,8763.0
2003-05-07,7113.0
2003-05-14,7139.0
2003-05-21,6899.0
2003-05-28,5543.0
2003-06-04,6487.0
2003-06-11,6515.0
2003-06-18,7147.0
2003-06-25,7199.0
2003-07-02,6087.0
2003-07-09,6218.0
2003-07-16,6479.0
2003-07-23,6067.0
2003-07-30,6205.0
2003-08-06,5639.0
2003-08-13,5611.0
2003-08-20,5644.0
2003-08-27,5974.0
2003-09-03,4843.0
2003-09-10,4745.0
2003-09-17,6084.0
2003-09-24,7540.0
2003-10-01,6922.0
2003-10-08,5185.0
2003-10-15,3745.0
2003-10-22,5403.0
2003-10-29,5125.0
2003-11-05,5680.0
2003-11-12,4876.0
2003-11-19,4651.0
2003-11-26,5223.0
2003-12-03,5437.0
2003-12-10,4974.0
2003-12-17,5622.0
2003-12-24,4701.0
2003-12-31,5850.0
2004-01-07,5319.0
2004-01-14,4886.0
2004-01-21,7374.0
2004-01-28,5153.0
2004-02-04,4901.0
2004-02-11,5352.0
2004-02-18,4984.0
2004-02-25,5147.0
2004-03-03,5618.0
2004-03-10,5527.0
2004-03-17,5737.0
